timestamp,device_id,risk_score
2025-07-13 22:16:16.667559,6.0,0.3941265325438754
2025-07-13 22:16:16.667584,7.0,0.29132291526419163
2025-07-13 22:16:16.667600,8.0,0.06967810986417583
2025-07-13 22:16:16.667615,9.0,0.656196430469745
2025-07-13 22:16:16.667629,10.0,0.4642125630473818
2025-07-13 22:16:16.667644,12.0,0.0
2025-07-13 22:16:16.667657,13.0,0.004625907513518415
2025-07-13 22:16:16.667671,14.0,0.9999953697241049
2025-07-13 22:16:48.065914,6.0,0.3941265325438754
2025-07-13 22:16:48.065946,7.0,0.29132291526419163
2025-07-13 22:16:48.065963,8.0,0.06967810986417583
2025-07-13 22:16:48.065979,9.0,0.656196430469745
2025-07-13 22:16:48.065994,10.0,0.4642125630473818
2025-07-13 22:16:48.066009,12.0,0.0
2025-07-13 22:16:48.066023,13.0,0.004625907513518415
2025-07-13 22:16:48.066040,14.0,0.9999953697241049
2025-07-13 22:17:48.194761,6.0,0.39243791926477034
2025-07-13 22:17:48.194792,7.0,0.3023961533359688
2025-07-13 22:17:48.194810,8.0,0.06333235643118496
2025-07-13 22:17:48.194826,9.0,0.6660287349427111
2025-07-13 22:17:48.194843,10.0,0.4659548877874032
2025-07-13 22:17:48.194859,12.0,0.0
2025-07-13 22:17:48.194874,13.0,0.012734541545418534
2025-07-13 22:17:48.194890,14.0,0.9999953697241049
2025-07-13 22:18:48.312896,6.0,0.3931683356255235
2025-07-13 22:18:48.312924,7.0,0.28706501642368365
2025-07-13 22:18:48.312941,8.0,0.058609910910708045
2025-07-13 22:18:48.312958,9.0,0.6620402525831987
2025-07-13 22:18:48.312974,10.0,0.44619089933434897
2025-07-13 22:18:48.312990,12.0,0.0
2025-07-13 22:18:48.313006,13.0,0.00917697379315163
2025-07-13 22:18:48.313021,14.0,0.9999954529898625
2025-07-13 22:19:48.436285,6.0,0.27741030597673555
2025-07-13 22:19:48.436312,7.0,0.2035601003386963
2025-07-13 22:19:48.436329,8.0,0.02264908846514705
2025-07-13 22:19:48.436346,9.0,0.31617388190419243
2025-07-13 22:19:48.436362,10.0,0.3385457267740445
2025-07-13 22:19:48.436378,12.0,0.0
2025-07-13 22:19:48.436394,13.0,0.008026456771672559
2025-07-13 22:19:48.436410,14.0,0.9999961004346714
2025-07-13 22:20:48.560683,6.0,0.2701656109986979
2025-07-13 22:20:48.560711,7.0,0.21896468846814526
2025-07-13 22:20:48.560729,8.0,0.030315585540174404
2025-07-13 22:20:48.560746,9.0,0.3248443390615613
2025-07-13 22:20:48.560762,10.0,0.3390680951779825
2025-07-13 22:20:48.560778,12.0,0.0
2025-07-13 22:20:48.560794,13.0,0.007852569181440769
2025-07-13 22:20:48.560810,14.0,0.9999961606935602
2025-07-13 22:21:48.688592,6.0,0.2672219840090496
2025-07-13 22:21:48.688622,7.0,0.2082333995955505
2025-07-13 22:21:48.688639,8.0,0.026404576060679807
2025-07-13 22:21:48.688655,9.0,0.32212124673307874
2025-07-13 22:21:48.688670,10.0,0.34130109805458936
2025-07-13 22:21:48.688685,12.0,0.0
2025-07-13 22:21:48.688700,13.0,0.0045464628648316675
2025-07-13 22:21:48.688715,14.0,0.9999961452085595
2025-07-13 22:22:48.837606,6.0,0.2730783102892925
2025-07-13 22:22:48.837630,7.0,0.20707215566765255
2025-07-13 22:22:48.837646,8.0,0.022708411002886498
2025-07-13 22:22:48.837661,9.0,0.3275388213763345
2025-07-13 22:22:48.837676,10.0,0.3425396583032471
2025-07-13 22:22:48.837690,12.0,0.0
2025-07-13 22:22:48.837704,13.0,0.011122488293628212
2025-07-13 22:22:48.837719,14.0,0.9999961840485804
2025-07-13 22:23:48.968282,6.0,0.26563844647384816
2025-07-13 22:23:48.968308,7.0,0.19761437607888716
2025-07-13 22:23:48.968326,8.0,0.011502987679458941
2025-07-13 22:23:48.968343,9.0,0.3174641727732518
2025-07-13 22:23:48.968359,10.0,0.3366534621836052
2025-07-13 22:23:48.968376,12.0,0.0
2025-07-13 22:23:48.968391,13.0,0.005260719984836659
2025-07-13 22:23:48.968407,14.0,0.9999961449932607
2025-07-13 22:24:49.091734,6.0,0.2610873168272069
2025-07-13 22:24:49.091761,7.0,0.19881882359769407
2025-07-13 22:24:49.091778,8.0,0.021483936872115448
2025-07-13 22:24:49.091794,9.0,0.3203741537391458
2025-07-13 22:24:49.091810,10.0,0.34433452244525353
2025-07-13 22:24:49.091827,12.0,0.0
2025-07-13 22:24:49.091842,13.0,0.014561736585207622
2025-07-13 22:24:49.091857,14.0,0.9999961661158395
2025-07-13 22:25:49.209517,6.0,0.252705731515776
2025-07-13 22:25:49.209543,7.0,0.19330784985941707
2025-07-13 22:25:49.209559,8.0,0.024210205262832855
2025-07-13 22:25:49.209575,9.0,0.3142908573965368
2025-07-13 22:25:49.209591,10.0,0.34290312339142914
2025-07-13 22:25:49.209607,12.0,0.0
2025-07-13 22:25:49.209622,13.0,0.017454544662099152
2025-07-13 22:25:49.209637,14.0,0.9999962511699984
2025-07-13 22:26:49.333462,6.0,0.24864705517333788
2025-07-13 22:26:49.333488,7.0,0.1884970004385886
2025-07-13 22:26:49.333505,8.0,0.0179492698673384
